CATEGORY,NAME,ADDRESS,ZIPCODE,PHONE NO.,URL,ADDITIONAL DETAILS
Restaurant,M TEA,"MAIN ST, Queens",11354,Not Available,Not Available,Not Available
Restaurant,BELL BOOK & CANDLE,"WEST   10 STREET, Manhattan",10014,Not Available,Not Available,Not Available
Restaurant,AVERE RISTORANTE,"DUFFIELD STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"AMSTERDAM AVENUE, Manhattan",10024,Not Available,Not Available,Not Available
Restaurant,ZEF CAFE,"BOWERY, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,THE NOORT WYCK,"BLEECKER STREET, Manhattan",10014,Not Available,Not Available,Not Available
Restaurant,DUMPLING HOUSE,"JAMAICA AVE, Queens",11421,Not Available,Not Available,Not Available
Restaurant,PETES PIZZERIA & RESTAURANT,"3 AVENUE, Brooklyn",11209,Not Available,Not Available,Not Available
Restaurant,SODEXO @ ADP CHELSEA,"WEST   18 STREET, Manhattan",10011,Not Available,Not Available,Not Available
Restaurant,BURGER KING,"RICHMOND AVENUE, Staten Island",10314,Not Available,Not Available,Not Available
Restaurant,PIO PIO,"WOODHAVEN BOULEVARD, Queens",11374,Not Available,Not Available,Not Available
Restaurant,PIZZA BELLA,"BROADWAY, Queens",11373,Not Available,Not Available,Not Available
Restaurant,FUSION HK BAR-GRILL,"10 AVENUE, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,AERONUOVA,"JFK INTERNATIONAL AIRPORT, Queens",11430,Not Available,Not Available,Not Available
Restaurant,JAZ INDIAN CUISINE,"9 AVENUE, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,QUEEN VIC,"SECOND AVENUE, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,ARTICHOKE BASILLE'S PIZZA,"4 AVENUE, Brooklyn",11209,Not Available,Not Available,Not Available
Restaurant,BREAD & BUTTER,"WEST   56 STREET, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,DUNKIN',"5 AVENUE, Manhattan",10018,Not Available,Not Available,Not Available
Restaurant,STATEN ISLAND FERRY HAWKS,"RICHMOND TERRACE, Staten Island",10301,Not Available,Not Available,Not Available
Restaurant,MERCY CAFE,"WATERS PLACE, Bronx",10461,Not Available,Not Available,Not Available
Restaurant,Sushi & Co,"NASSAU STREET, Manhattan",10038,Not Available,Not Available,Not Available
Restaurant,EL PALENQUE TRES GALLOS,"AVENUE U, Brooklyn",11223,Not Available,Not Available,Not Available
Restaurant,YOZ SHANGHAI,"ROOSEVELT AVENUE, Queens",11354,Not Available,Not Available,Not Available
Restaurant,IPIZZA,"9 AVENUE, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,MORGENSTERN'S FINEST ICE CREAM,"LAGUARDIA PLACE, Manhattan",10012,Not Available,Not Available,Not Available
Restaurant,YUMMY GOLDEN VILLAGE,"GLENWOOD ROAD, Brooklyn",11234,Not Available,Not Available,Not Available
Restaurant,MR. CHIPS,"3 AVENUE, Brooklyn",11209,Not Available,Not Available,Not Available
Restaurant,GIA LAM II,"8 AVENUE, Brooklyn",11220,Not Available,Not Available,Not Available
Restaurant,KOTO,"FLATBUSH AVENUE, Brooklyn",11217,Not Available,Not Available,Not Available
Restaurant,HABIBI HALAL GYRO,"CONEY ISLAND AVENUE, Brooklyn",11218,Not Available,Not Available,Not Available
Restaurant,BLU SEAFOOD RESTAURANT & BAR,"MERRICK BLVD, Queens",11413,Not Available,Not Available,Not Available
Restaurant,STARBUCKS,"WEST   34 STREET, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,GOLDEN FOREST,"GRAND STREET, Manhattan",10002,Not Available,Not Available,Not Available
Restaurant,JICAMA,"WEST   42 STREET, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,KING DAVID TACOS,"BERGEN STREET, Brooklyn",11238,Not Available,Not Available,Not Available
Restaurant,REGIONAL,"BROADWAY, Manhattan",10025,Not Available,Not Available,Not Available
Restaurant,THE PHO 2,"8 AVENUE, Manhattan",10011,Not Available,Not Available,Not Available
Restaurant,DIEM EATERY,"ATLANTIC AVENUE, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,EL TOUM,"76TH ST, Queens",11372,Not Available,Not Available,Not Available
Restaurant,PETER'S GRILL & BAR,"ROCKAWAY BLVD, Queens",11421,Not Available,Not Available,Not Available
Restaurant,TITO MURPHY'S,"WEST   46 STREET, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,FIVE BOROUGH FOOD EMPORIUM,"CENTRAL TERMINAL BUILDING, Manhattan",11371,Not Available,Not Available,Not Available
Restaurant,SA'TACOS,"DYCKMAN STREET, Manhattan",10034,Not Available,Not Available,Not Available
Restaurant,PATISSERIE CHANSON,"GREENWICH STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,THE HIDEOUT TAVERN,"EAST  233 STREET, Bronx",10470,Not Available,Not Available,Not Available
Restaurant,MCDONALDS,"ROCKAWAY BLVD, Queens",11434,Not Available,Not Available,Not Available
Restaurant,DOMINICAN FOOD CORP,"FOREST AVENUE, Staten Island",10303,Not Available,Not Available,Not Available
Restaurant,WAT'S ON YOUR PLATE,"WEST  145 STREET, Manhattan",10031,Not Available,Not Available,Not Available
Restaurant,EMPIRE SZECHUAN GARDEN,"FOREST AVENUE, Staten Island",10302,Not Available,Not Available,Not Available
Restaurant,TURNTABLE CHICKEN JAZZ,"WEST   33 STREET, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,BROOKLYN PIZZA MASTERS,"1 AVENUE, Manhattan",10022,Not Available,Not Available,Not Available
Restaurant,JACOB'S PICKLES,"AMSTERDAM AVENUE, Manhattan",10024,Not Available,Not Available,Not Available
Restaurant,GOLDEN FUNG WONG BAKERY,"MOTT STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,22 STR CONCESSION STAND,"W 21ST ST, Brooklyn",11224,Not Available,Not Available,Not Available
Restaurant,PABLITO'S TAQUERIA RESTAURANT,"5 AVENUE, Brooklyn",11215,Not Available,Not Available,Not Available
Restaurant,RESTAURANT,"METROPOLITAN AVENUE, Brooklyn",11211,Not Available,Not Available,Not Available
Restaurant,FAREWELL,"TROUTMAN STREET, Brooklyn",11206,Not Available,Not Available,Not Available
Restaurant,ST KILDA COFFEE,"WEST   44 STREET, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,M & M BROADWAY BAKERY,"41ST AVE, Queens",11373,Not Available,Not Available,Not Available
Restaurant,NEW STAR SEAFOOD RESTAURANT,"8 AVENUE, Brooklyn",11220,Not Available,Not Available,Not Available
Restaurant,CHIP NYC DITMARS,"33 STREET, Queens",11105,Not Available,Not Available,Not Available
Restaurant,CHAIWALI,"LENOX AVENUE, Manhattan",10027,Not Available,Not Available,Not Available
Restaurant,PATSY'S PIZZERIA,"MORRIS PARK AVENUE, Bronx",10462,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"HYLAN BOULEVARD, Staten Island",10308,Not Available,Not Available,Not Available
Restaurant,NELLY'S CHICKEN & PIZZA,"AMSTERDAM AVENUE, Manhattan",10032,Not Available,Not Available,Not Available
Restaurant,SABBA'S CHICKEN,"WESTCHESTER AVENUE, Bronx",10472,Not Available,Not Available,Not Available
Restaurant,KRAVE IT,"BELL BLVD, Queens",11361,Not Available,Not Available,Not Available
Restaurant,KING SOUVLAKI,"3RD AVE, Brooklyn",11217,Not Available,Not Available,Not Available
Restaurant,MARI VANNA,"EAST   20 STREET, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,GREAT WALL RESTAURANT,"PUGSLEY AVENUE, Bronx",10472,Not Available,Not Available,Not Available
Restaurant,BOSTON MARKET,"EAST  149 STREET, Bronx",10455,Not Available,Not Available,Not Available
Restaurant,The Joyce Public house,"WEST   39 STREET, Manhattan",10018,Not Available,Not Available,Not Available
Restaurant,MR. V'S,"VETERANS ROAD WEST, Staten Island",10309,Not Available,Not Available,Not Available
Restaurant,BAKE CULTURE,"RICHMOND TERRACE, Staten Island",10301,Not Available,Not Available,Not Available
Restaurant,RIKO PERUVIAN CUISINE,"HILLSIDE AVE, Queens",11432,Not Available,Not Available,Not Available
Restaurant,PAN RICO AMBATENO,"WYCKOFF AVENUE, Brooklyn",11237,Not Available,Not Available,Not Available
Restaurant,BRONX BREWERY,"2 AVENUE, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,BURGER VILLAGE (286 Livingston St),"BOND STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,CABRINI 181,"WEST  181 STREET, Manhattan",10033,Not Available,Not Available,Not Available
Restaurant,9TH AVENUE SALOON,"9 AVENUE, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,BUNGALOW BAR & RESTAURANT,"BEACH   92 STREET, Queens",11693,Not Available,Not Available,Not Available
Restaurant,LIFE TIME,"NEW STREET, Manhattan",10004,Not Available,Not Available,Not Available
Restaurant,LUKE'S LOBSTER,"3 AVENUE, Manhattan",10017,Not Available,Not Available,Not Available
Restaurant,LOS MARINILLOS,"NORTHERN BLVD, Queens",11354,Not Available,Not Available,Not Available
Restaurant,GUANTANAMERA,"QUEENS BLVD, Queens",11375,Not Available,Not Available,Not Available
Restaurant,ANGELA'S CAKE,"AMSTERDAM AVE, Manhattan",10032,Not Available,Not Available,Not Available
Restaurant,WHITE HORSE TAVERN,"BRIDGE STREET, Manhattan",10004,Not Available,Not Available,Not Available
Restaurant,BRANDY LIBRARY LOUNGE,"NORTH MOORE STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,JENNY COFFEE SHOP #2,"KINGSTON AVENUE, Brooklyn",11213,Not Available,Not Available,Not Available
Restaurant,DRAGON CONCOURSE,"EAST  167 STREET, Bronx",10452,Not Available,Not Available,Not Available
Restaurant,LOK HIN,"BROOK AVENUE, Bronx",10454,Not Available,Not Available,Not Available
Restaurant,MAY CHUN GARDEN,"JUNCTION BLVD, Queens",11368,Not Available,Not Available,Not Available
Restaurant,JUICY KING CRAB EXPRESS,"FRANKLIN AVENUE, Brooklyn",11225,Not Available,Not Available,Not Available
Restaurant,SIP N CHAT COCKTAIL,"AVENUE D, Brooklyn",11226,Not Available,Not Available,Not Available
Restaurant,123 Burger Shot Beer,"WEST  125 STREET, Manhattan",10027,Not Available,Not Available,Not Available
Restaurant,CANALETTO RISTORANTE,"EAST   60 STREET, Manhattan",10022,Not Available,Not Available,Not Available
Restaurant,Seafood Market Restaurant,"FLATLANDS AVENUE, Brooklyn",11236,Not Available,Not Available,Not Available
Restaurant,FISHERMAN'S COVE,"NEWKIRK PLAZA, Brooklyn",11226,Not Available,Not Available,Not Available
Restaurant,TEXAS CHICKEN & BURGERS,"SURF AVENUE, Brooklyn",11224,Not Available,Not Available,Not Available
Restaurant,Sahar Restaurant and Sweets,"QUEENS BLVD, Queens",11101,Not Available,Not Available,Not Available
Restaurant,MASALA GRILL,"ATLANTIC AVENUE, Brooklyn",11217,Not Available,Not Available,Not Available
Restaurant,GOLDEN DRAGON RESTAURANT,"METROPOLITAN AVENUE, Brooklyn",11211,Not Available,Not Available,Not Available
Restaurant,JUNOON,"WEST   24 STREET, Manhattan",10010,Not Available,Not Available,Not Available
Restaurant,LA BELLA PIZZA EXPRESS,"86 STREET, Brooklyn",11214,Not Available,Not Available,Not Available
Restaurant,TUTI FRUTI BAKERY,"EAST MOUNT EDEN AVENUE, Bronx",10452,Not Available,Not Available,Not Available
Restaurant,SERGIMMO SALUMERIA,"9 AVENUE, Manhattan",10018,Not Available,Not Available,Not Available
Restaurant,OMAKASE ROOM BY MAASER,"BLEECKER STREET, Manhattan",10014,Not Available,Not Available,Not Available
Restaurant,MIKE'S PIZZA,"MYRTLE AVENUE, Brooklyn",11206,Not Available,Not Available,Not Available
Restaurant,CREME,"ESSEX STREET, Manhattan",10002,Not Available,Not Available,Not Available
Restaurant,KESTE WALL STREET,"FULTON STREET, Manhattan",10038,Not Available,Not Available,Not Available
Restaurant,MONTAGU'S GUSTO,"2 AVENUE, Manhattan",10016,Not Available,Not Available,Not Available
Restaurant,CARVEL,"14 AVENUE, Queens",11357,Not Available,Not Available,Not Available
Restaurant,Nubiani (3rd Floor),"5 AVENUE, Manhattan",10016,Not Available,Not Available,Not Available
Restaurant,STARBUCKS,"E GREENWICH ST, Manhattan",10007,Not Available,Not Available,Not Available
Restaurant,BAGEL ON THE BLVD,"HYLAN BOULEVARD, Staten Island",10305,Not Available,Not Available,Not Available
Restaurant,BITES OF XI'AN,"EAST   10 STREET, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,CHELSEA SQUARE RESTAURANT,"WEST   23 STREET, Manhattan",10011,Not Available,Not Available,Not Available
Restaurant,GUYANA EX POLICE ASSOCIATION OF AMERICA,"EAST   53 STREET, Brooklyn",11203,Not Available,Not Available,Not Available
Restaurant,JOHN'S DELI,"STILLWELL AVENUE, Brooklyn",11223,Not Available,Not Available,Not Available
Restaurant,IKEA,"QUEENS BLVD, Queens",11374,Not Available,Not Available,Not Available
Restaurant,WINGSTOP,"BROADWAY, Brooklyn",11206,Not Available,Not Available,Not Available
Restaurant,PRET A MANGER,"7 AVENUE, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,TILLY'S,"BEDFORD AVENUE, Brooklyn",11216,Not Available,Not Available,Not Available
Restaurant,STAGE DOOR DELI,"VESEY STREET, Manhattan",10007,Not Available,Not Available,Not Available
Restaurant,TAVERN 29,"EAST   29 STREET, Manhattan",10016,Not Available,Not Available,Not Available
Restaurant,SELO RESTAURANT,"BROADWAY, Queens",11106,Not Available,Not Available,Not Available
Restaurant,GARI Columbus,"COLUMBUS AVENUE, Manhattan",10024,Not Available,Not Available,Not Available
Restaurant,CAFFE PANNA,"IRVING PLACE, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,SPY C CUISINE,"AUSTIN ST, Queens",11375,Not Available,Not Available,Not Available
Restaurant,KOTO SUSHI & STEAK,"HENRY STREET, Brooklyn",11231,Not Available,Not Available,Not Available
Restaurant,"THE BLOND, THE LIBRARY","LAFAYETTE STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,EVE'S LOUNGE,"WASHINGTON AVENUE, Brooklyn",11238,Not Available,Not Available,Not Available
Restaurant,TACO WOW,"4 AVENUE, Brooklyn",11209,Not Available,Not Available,Not Available
Restaurant,STELLA'S,"5 AVENUE, Brooklyn",11215,Not Available,Not Available,Not Available
Restaurant,Yong Kong Street,"8 AVENUE, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,GARLIC PIZZA BAR,"2 AVENUE, Manhattan",10016,Not Available,Not Available,Not Available
Restaurant,Luna Bella,"104TH ST, Queens",11368,Not Available,Not Available,Not Available
Restaurant,WASAKAKA FRIED,"FULTON STREET, Brooklyn",11207,Not Available,Not Available,Not Available
Restaurant,BROOKLYN CHOP HOUSE,"NASSAU STREET, Manhattan",10038,Not Available,Not Available,Not Available
Restaurant,JEWELS GRILL,"NORMAN AVENUE, Brooklyn",11222,Not Available,Not Available,Not Available
Restaurant,HARMONY CAFE,"BEDFORD PARK BLVD WEST, Bronx",10468,Not Available,Not Available,Not Available
Restaurant,BARI'S PIZZA,"BAY STREET, Staten Island",10304,Not Available,Not Available,Not Available
Restaurant,DULCE CULTURA,"31ST AVE, Queens",11103,Not Available,Not Available,Not Available
Restaurant,DEMITASSE COFFEE & TEA,"COLUMBUS AVENUE, Manhattan",10025,Not Available,Not Available,Not Available
Restaurant,BROADHURST THEATER,"44th Street, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,FIVE GUYS FAMOUS BURGERS AND FRIES,"SHORE PARKWAY, Brooklyn",11214,Not Available,Not Available,Not Available
Restaurant,CHINA DOLL,"LINDEN BOULEVARD, Brooklyn",11208,Not Available,Not Available,Not Available
Restaurant,BEACON THEATRE WINDOW BAR 2ND,"BROADWAY, Manhattan",10023,Not Available,Not Available,Not Available
Restaurant,THE BOIL,"CHRYSTIE STREET, Manhattan",10002,Not Available,Not Available,Not Available
Restaurant,GOODFELLA'S PIZZERIA,"HYLAN BOULEVARD, Staten Island",10305,Not Available,Not Available,Not Available
Restaurant,SHANGHAI RED,"WESTCHESTER SQ, Bronx",10461,Not Available,Not Available,Not Available
Restaurant,BELLOZINO,"ROOSEVELT AVE, Queens",11372,Not Available,Not Available,Not Available
Restaurant,MAX CAFFE,"AMSTERDAM AVENUE, Manhattan",10027,Not Available,Not Available,Not Available
Restaurant,TO STEKI,"FRANCIS LEWIS BLVD, Queens",11357,Not Available,Not Available,Not Available
Restaurant,KUTTY,"BOSTON POST ROAD, Bronx",10467,Not Available,Not Available,Not Available
Restaurant,SONG TEA,"7 AVENUE, Manhattan",10018,Not Available,Not Available,Not Available
Restaurant,JOHN'S DONUT & COFFEE SHOP,"MYRTLE AVENUE, Brooklyn",11205,Not Available,Not Available,Not Available
Restaurant,"FREEHAND NEW YORK, BROKEN SHAKER","LEXINGTON AVENUE, Manhattan",10010,Not Available,Not Available,Not Available
Restaurant,MATTER,"3 AVENUE, Brooklyn",11209,Not Available,Not Available,Not Available
Restaurant,ZONA ROSA,"LORIMER STREET, Brooklyn",11211,Not Available,Not Available,Not Available
Restaurant,UNCLE PAULS PIZZA NY,"VANDERBILT AVENUE, Manhattan",10017,Not Available,Not Available,Not Available
Restaurant,Hook & Catch,"ALLERTON AVENUE, Bronx",10467,Not Available,Not Available,Not Available
Restaurant,BENVENUTO CAFE,"FRANKLIN STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,CONFERENCE CENTER-PANTRY,"GREENWICH STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,KFC/TACO BELL,"FLATLANDS AVENUE, Brooklyn",11236,Not Available,Not Available,Not Available
Restaurant,CLEVER BLEND,"5 AVENUE, Brooklyn",11217,Not Available,Not Available,Not Available
Restaurant,VAN LEEUWEN ICE CREAM,"MANHATTAN AVENUE, Brooklyn",11222,Not Available,Not Available,Not Available
Restaurant,GRAMERCY CAF3,"STEINWAY ST, Queens",11103,Not Available,Not Available,Not Available
Restaurant,TORST,"MANHATTAN AVENUE, Brooklyn",11222,Not Available,Not Available,Not Available
Restaurant,HALSEY BAR & GRILL,"AVENUE H, Brooklyn",11234,Not Available,Not Available,Not Available
Restaurant,CLASSIC QUIZINE,"BEACH   20 STREET, Queens",11691,Not Available,Not Available,Not Available
Restaurant,DARK BULLET,"WEST   72 STREET, Manhattan",10023,Not Available,Not Available,Not Available
Restaurant,NEW PIZZA PLACE,"HOLLIS AVE, Queens",11412,Not Available,Not Available,Not Available
Restaurant,BROTHER BAGELS,"COURT STREET, Brooklyn",11231,Not Available,Not Available,Not Available
Restaurant,FORDHAM FRIED CHICKEN & SEA FOOD,"EAST  188 STREET, Bronx",10468,Not Available,Not Available,Not Available
Restaurant,POLONICA,"3 AVENUE, Brooklyn",11209,Not Available,Not Available,Not Available
Restaurant,CACHAPAS Y MAS,"SENECA AVENUE, Queens",11385,Not Available,Not Available,Not Available
Restaurant,RANA,"4 AVENUE, Brooklyn",11217,Not Available,Not Available,Not Available
Restaurant,RICO BAGEL,"MADISON AVENUE, Manhattan",10016,Not Available,Not Available,Not Available
Restaurant,MERGUEZ AND FRITES,"25TH AVE, Queens",11103,Not Available,Not Available,Not Available
Restaurant,VICTORIA!,"ELDRIDGE STREET, Manhattan",10002,Not Available,Not Available,Not Available
Restaurant,STARBUCKS,"MADISON AVENUE, Manhattan",10016,Not Available,Not Available,Not Available
Restaurant,ONE STATION PLAZA,"41ST AVE, Queens",11361,Not Available,Not Available,Not Available
Restaurant,BREWKLYN GRIND COFFEE,"MYRTLE AVENUE, Brooklyn",11205,Not Available,Not Available,Not Available
Restaurant,DEL FRISCO'S STEAKHOUSE,"AVENUE OF THE AMERICAS, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,YUMMY LOTUS,"SUTTER AVENUE, Brooklyn",11207,Not Available,Not Available,Not Available
Restaurant,VIN SUR VINGT,"WEST   84 STREET, Manhattan",10024,Not Available,Not Available,Not Available
Restaurant,TEN ZEN ASIAN CUISINE,"AUSTIN ST, Queens",11375,Not Available,Not Available,Not Available
Restaurant,THE MALLARD DRAKE,"FRANKLIN STREET, Brooklyn",11222,Not Available,Not Available,Not Available
Restaurant,NICE CHINATOWN,"FOSTER AVENUE, Brooklyn",11230,Not Available,Not Available,Not Available
Restaurant,SIX2 RESTAURANT & BAKERY,"CLARKSON AVENUE, Brooklyn",11212,Not Available,Not Available,Not Available
Restaurant,UH GA SUSHI HOUSE,"154TH ST, Queens",11354,Not Available,Not Available,Not Available
Restaurant,NO 1 CHINESE RESTAURANT,"THIRD AVENUE, Bronx",10456,Not Available,Not Available,Not Available
Restaurant,NORTHEND,"BROADWAY, Manhattan",10033,Not Available,Not Available,Not Available
Restaurant,LEANLY CHINESE FOOD,"MERMAID AVENUE, Brooklyn",11224,Not Available,Not Available,Not Available
Restaurant,THAI TAI EATERY,"WILLOUGHBY STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,INDUSTRY,"WEST   52 STREET, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,BURGER KING,"HUTCHINSON RIVER PARKWAY, Bronx",10461,Not Available,Not Available,Not Available
Restaurant,WA JEAL,"2 AVENUE, Manhattan",10028,Not Available,Not Available,Not Available
Restaurant,EDEN WOK,"EAST   34 STREET, Manhattan",10016,Not Available,Not Available,Not Available
Restaurant,VANILLA GORILLA CAFE,"WEST   44 STREET, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,OLIVE GARDEN,"BAYCHESTER AVENUE, Bronx",10475,Not Available,Not Available,Not Available
Restaurant,YARD WITH STYLE JAMAICAN RESTAURANT,"FLATLANDS AVENUE, Brooklyn",11236,Not Available,Not Available,Not Available
Restaurant,TABLE D'HOTE,"EAST   92 STREET, Manhattan",10128,Not Available,Not Available,Not Available
Restaurant,HUDSON TABLE,"WITHERS STREET, Brooklyn",11211,Not Available,Not Available,Not Available
Restaurant,FRIED CHICKEN WITH THE SAUCE EXPRESS,"CHURCH AVENUE, Brooklyn",11203,Not Available,Not Available,Not Available
Restaurant,ROLLY KIMBAB,"NORTHERN BLVD, Queens",11358,Not Available,Not Available,Not Available
Restaurant,XOXO KITCHEN & BAKERY,"CYPRESS AVENUE, Queens",11385,Not Available,Not Available,Not Available
Restaurant,LA PERLA DEL ULUA RESTAURANT,"MELROSE STREET, Brooklyn",11237,Not Available,Not Available,Not Available
Restaurant,THE LIGHTS OF BAKU,"86 STREET, Brooklyn",11223,Not Available,Not Available,Not Available
Restaurant,CAVIAR RUSSE,"MADISON AVENUE, Manhattan",10022,Not Available,Not Available,Not Available
Restaurant,DUCK SEASON,"UNION SQUARE WEST, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,THE TERRACE,"7 AVENUE, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,DUE FRATELLI JH,"37TH AVE, Queens",11372,Not Available,Not Available,Not Available
Restaurant,GEORDIES JOINT,"JAMAICA AVE, Queens",11421,Not Available,Not Available,Not Available
Restaurant,CITRICO,"36TH ST, Queens",11106,Not Available,Not Available,Not Available
Restaurant,TOLOACHE MEXICAN BISTRO,"WEST   50 STREET, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,MOMO SUSHI,"BOGART STREET, Brooklyn",11206,Not Available,Not Available,Not Available
Restaurant,L&Y HAWA JUICE STORE,"2 AVENUE, Manhattan",10065,Not Available,Not Available,Not Available
Restaurant,LUZZO'S BK,"ATLANTIC AVENUE, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,BARBES,"NINTH STREET, Brooklyn",11215,Not Available,Not Available,Not Available
Restaurant,MCDONALD'S,"EAST   23 STREET, Manhattan",10010,Not Available,Not Available,Not Available
Restaurant,TURKUAZ,"WEST   53 STREET, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,KENNEDY FRIED CHICKEN,"LEXINGTON AVENUE, Manhattan",10029,Not Available,Not Available,Not Available
Restaurant,NORIBAR SUSHI,"KINGSTON AVENUE, Brooklyn",11213,Not Available,Not Available,Not Available
Restaurant,GOLDEN DINER,"MADISON STREET, Manhattan",10002,Not Available,Not Available,Not Available
Restaurant,POPEYES,"CANAL STREET, Manhattan",10002,Not Available,Not Available,Not Available
Restaurant,ZARO'S BREAD BASKET,"EAST   42 STREET, Manhattan",10017,Not Available,Not Available,Not Available
Restaurant,OLD FULTON RESTAURANT,"OLD FULTON STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,MY LITTLE PIZZERIA,"COURT STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,GREGORY'S COFFEE,"PARK AVENUE SOUTH, Manhattan",10010,Not Available,Not Available,Not Available
Restaurant,TOTA'S,"UTICA AVENUE, Brooklyn",11213,Not Available,Not Available,Not Available
Restaurant,LENA,"MORTON STREET, Manhattan",10014,Not Available,Not Available,Not Available
Restaurant,BEANSTALK CAFE,"JACKSON AVE, Queens",11101,Not Available,Not Available,Not Available
Restaurant,Tasty Delicious Bakery,"RUTLAND ROAD, Brooklyn",11212,Not Available,Not Available,Not Available
Restaurant,ZA ZABOROM,"MERMAID AVENUE, Brooklyn",11224,Not Available,Not Available,Not Available
Restaurant,AFTER 8,"STEINWAY STREET, Queens",11103,Not Available,Not Available,Not Available
Restaurant,JOHNNY'S RESTAURANT BAR & LOUNGE,"ROCKAWAY BOULEVARD, Queens",11417,Not Available,Not Available,Not Available
Restaurant,NEW MOON,"2ND AVENUE, Manhattan",10016,Not Available,Not Available,Not Available
Restaurant,PORTOFINO CAFE,"WILLIAMSBRIDGE ROAD, Bronx",10461,Not Available,Not Available,Not Available
Restaurant,SHUN YUEN CHINESE RESTAURANT,"EAST  194 STREET, Bronx",10458,Not Available,Not Available,Not Available
Restaurant,Jack’s Stir Brew Coffee,"WEST   33 STREET, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,EXOTIC POETRY,"91ST AVE, Queens",11421,Not Available,Not Available,Not Available
Restaurant,BAGEL BOSS,"EAST HOUSTON STREET, Manhattan",10012,Not Available,Not Available,Not Available
Restaurant,PEP BAKERY CAFE,"3 AVENUE, Brooklyn",11209,Not Available,Not Available,Not Available
Restaurant,GRANDMA PIZZA,"AMSTERDAM AVENUE, Manhattan",10033,Not Available,Not Available,Not Available
Restaurant,STARBUCKS,"8 AVENUE, Manhattan",10018,Not Available,Not Available,Not Available
Restaurant,IRENE'S PLACE,"MANHATTAN AVENUE, Brooklyn",11222,Not Available,Not Available,Not Available
Restaurant,BABY'S GRILL AND RESTAURANT,"ROOSEVELT AVE, Queens",11377,Not Available,Not Available,Not Available
Restaurant,DUNKIN DONUTS,"1 AVENUE, Manhattan",10022,Not Available,Not Available,Not Available
Restaurant,MICHAEL'S BAGELS,"ASCAN AVENUE, Queens",11375,Not Available,Not Available,Not Available
Restaurant,FUKUOKA SHABU-SHABU,"SPRINGFIELD BOULEVARD, Queens",11364,Not Available,Not Available,Not Available
Restaurant,LENWICH,"2 AVENUE, Manhattan",10022,Not Available,Not Available,Not Available
Restaurant,BRANCACCIO'S FOOD SHOP,"FORT HAMILTON PARKWAY, Brooklyn",11218,Not Available,Not Available,Not Available
Restaurant,SAVORY,"WEST   39 STREET, Manhattan",10018,Not Available,Not Available,Not Available
Restaurant,GLATT CONEY KOSHER CHINESE RESTAURANT,"CONEY ISLAND AVENUE, Brooklyn",11230,Not Available,Not Available,Not Available
Restaurant,DONA ZITA MEXICAN FOOD,"BOWERY STREET, Brooklyn",11224,Not Available,Not Available,Not Available
Restaurant,LA MIRA GELATERIA,"ROOSEVELT AVE, Queens",11354,Not Available,Not Available,Not Available
Restaurant,SUBWAY,"STILLWELL AVENUE, Brooklyn",11224,Not Available,Not Available,Not Available
