CATEGORY,NAME,ADDRESS,ZIPCODE,PHONE NO.,URL,ADDITIONAL DETAILS
Restaurant,ORANGE GRILL RESTAURANT,"CROPSEY AVENUE, Brooklyn",11214,Not Available,Not Available,Not Available
Restaurant,KING'S CHEF,"CROSS ISLAND PARKWAY, Queens",11357,Not Available,Not Available,Not Available
Restaurant,TAIWAN CUISINE,"BROADWAY, Queens",11373,Not Available,Not Available,Not Available
Restaurant,TACO BELL CANTINA,"6 AVENUE, Manhattan",10011,Not Available,Not Available,Not Available
Restaurant,SAL AND CARMINE PIZZA,"BROADWAY, Manhattan",10025,Not Available,Not Available,Not Available
Restaurant,FOOTPRINTS CAFE,"47TH ST, Queens",11103,Not Available,Not Available,Not Available
Restaurant,JOE COFFEE COMPANY,"AMSTERDAM AVENUE, Manhattan",10023,Not Available,Not Available,Not Available
Restaurant,CRIS JUICE BAR CORP.,"EAST  188 STREET, Bronx",10458,Not Available,Not Available,Not Available
Restaurant,FIRSTLIVE STUDIO,"CENTRAL AVENUE, Brooklyn",11221,Not Available,Not Available,Not Available
Restaurant,GREEN YARD CAFE,"BROADWAY, Manhattan",10033,Not Available,Not Available,Not Available
Restaurant,DOMINO'S PIZZA #3687,"3 AVENUE, Manhattan",10016,Not Available,Not Available,Not Available
Restaurant,HEIDELBERG RESTAURANT,"2 AVENUE, Manhattan",10028,Not Available,Not Available,Not Available
Restaurant,MAXINE ON THE BOULEVARD,"FARMERS BLVD, Queens",11412,Not Available,Not Available,Not Available
Restaurant,NEW HOT WOK,"AVENUE K, Brooklyn",11234,Not Available,Not Available,Not Available
Restaurant,THE GREY DOG,"CARMINE STREET, Manhattan",10014,Not Available,Not Available,Not Available
Restaurant,OVENLY (Winter Village),"WEST   42 STREET, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,JJ KITCHEN,"MYRTLE AVENUE, Brooklyn",11205,Not Available,Not Available,Not Available
Restaurant,WIN SON BAKERY,"GRAHAM AVENUE, Brooklyn",11206,Not Available,Not Available,Not Available
Restaurant,JUICE GENERATION,"WEST   72 STREET, Manhattan",10023,Not Available,Not Available,Not Available
Restaurant,SONG BO YUAN,"ELDRIDGE STREET, Manhattan",10002,Not Available,Not Available,Not Available
Restaurant,EASTERN,"PARSONS BOULEVARD, Queens",11365,Not Available,Not Available,Not Available
Restaurant,MR. TAKA RAMEN,"WATER STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,CLUB BONAFIDE,"EAST   52 STREET, Manhattan",10022,Not Available,Not Available,Not Available
Restaurant,DELTA SKY CLUB,"LAGUARDIA AIRPORT, Queens",11369,Not Available,Not Available,Not Available
Restaurant,POPEYES,"FLATBUSH AVENUE, Brooklyn",11225,Not Available,Not Available,Not Available
Restaurant,SALIMAR,"EAST  138 STREET, Bronx",10454,Not Available,Not Available,Not Available
Restaurant,SOLO PIZZA,"AVENUE B, Manhattan",10009,Not Available,Not Available,Not Available
Restaurant,JUNIOR'S BLUE MARBLE & MORE,"ATLANTIC AVENUE, Brooklyn",11217,Not Available,Not Available,Not Available
Restaurant,SUNBERI YOGURT & CAFE,"30TH AVE, Queens",11103,Not Available,Not Available,Not Available
Restaurant,PIZZA PLUS,"SEVENTH AVENUE, Brooklyn",11215,Not Available,Not Available,Not Available
Restaurant,Test test Test test Test test Test test Test test Test test Test test Test test Test test,"MORRIS PARK AVENUE, Bronx",10462,Not Available,Not Available,Not Available
Restaurant,THE GLOBE TAVERN,"SKILLMAN AVENUE, Queens",11377,Not Available,Not Available,Not Available
Restaurant,BILLY'S BAKERY,"9 AVENUE, Manhattan",10011,Not Available,Not Available,Not Available
Restaurant,LA FOGATA,"GATES AVENUE, Brooklyn",11237,Not Available,Not Available,Not Available
Restaurant,CHINA CHALET,"AMBOY ROAD, Staten Island",10312,Not Available,Not Available,Not Available
Restaurant,HILLSIDE HOT BAGELS,"HILLSIDE AVE, Queens",11423,Not Available,Not Available,Not Available
Restaurant,DAZIES RESTAURANT,"QUEENS BOULEVARD, Queens",11104,Not Available,Not Available,Not Available
Restaurant,CHICK-FIL-A,"LEXINGTON AVENUE, Manhattan",10022,Not Available,Not Available,Not Available
Restaurant,FRIED FRANK CAFETERIA,"NEW YORK PLAZA, Manhattan",10004,Not Available,Not Available,Not Available
Restaurant,NHA SANG RESTAURANT,"BROADWAY, Queens",11373,Not Available,Not Available,Not Available
Restaurant,TIEN LUNG CHINESE RESTAURANT,"WHITE PLAINS ROAD, Bronx",10466,Not Available,Not Available,Not Available
Restaurant,Sixty Sixth Congress,"GREENPOINT AVENUE, Brooklyn",11222,Not Available,Not Available,Not Available
Restaurant,FEAST ON US,"HUDSON STREET, Manhattan",10014,Not Available,Not Available,Not Available
Restaurant,AVABREW,"WILLOUGHBY STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,SUBWAY,"BAISLEY BLVD, Queens",11434,Not Available,Not Available,Not Available
Restaurant,PROSPERITY NOODLE,"4 AVENUE, Brooklyn",11232,Not Available,Not Available,Not Available
Restaurant,LA BOOM CLUB,"NORTHERN BOULEVARD, Queens",11377,Not Available,Not Available,Not Available
Restaurant,BARRERAS DELI INC,"5 AVENUE, Brooklyn",11220,Not Available,Not Available,Not Available
Restaurant,KENNEDY'S CHICKEN & SANDWICHS,"EAST  163 STREET, Bronx",10459,Not Available,Not Available,Not Available
Restaurant,NFL-HUDDLE CAFE,"PARK AVENUE, Manhattan",10154,Not Available,Not Available,Not Available
Restaurant,CIRCLE IN THE SQUARE THEATRE,"BROADWAY, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,SERAFINA,"BROAD STREET, Manhattan",10004,Not Available,Not Available,Not Available
Restaurant,CLARENDON CUISINE,"EAST   54 STREET, Brooklyn",11203,Not Available,Not Available,Not Available
Restaurant,EL MEXICANO RESTAURANT & CAFE #4,"EAST   14 STREET, Brooklyn",11230,Not Available,Not Available,Not Available
Restaurant,LUNELLA RISTORANTE,"MULBERRY STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,TASTY COW,"59TH ST, Queens",11378,Not Available,Not Available,Not Available
Restaurant,CRUZ DEL SUR,"WASHINGTON AVENUE, Brooklyn",11238,Not Available,Not Available,Not Available
Restaurant,TSAOCAA,"BELL BLVD, Queens",11361,Not Available,Not Available,Not Available
Restaurant,CLEARY GOTTLIEB,"LIBERTY PLAZA, Manhattan",10006,Not Available,Not Available,Not Available
Restaurant,E.A.K. RAMEN,"WEST   46 STREET, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,PHO BEST,"MAIN ST, Queens",11355,Not Available,Not Available,Not Available
Restaurant,OCONOMI,"SKILLMAN AVE, Queens",11104,Not Available,Not Available,Not Available
Restaurant,PIAXTLA ES MEXICO DELI,"51 STREET, Brooklyn",11220,Not Available,Not Available,Not Available
Restaurant,GRAN VILLA RESTAURANT,"3 AVENUE, Brooklyn",11232,Not Available,Not Available,Not Available
Restaurant,NEW UP UP RESTAURANT,"8 AVENUE, Brooklyn",11220,Not Available,Not Available,Not Available
Restaurant,DIRTY PIERRES BISTRO,"STATION SQUARE, Queens",11375,Not Available,Not Available,Not Available
Restaurant,MOE'S CAFE,"WEST   21 STREET, Manhattan",10011,Not Available,Not Available,Not Available
Restaurant,Bull Chicken,"LEXINGTON AVENUE, Manhattan",10022,Not Available,Not Available,Not Available
Restaurant,MEL'S BURGER BAR,"BROADWAY, Manhattan",10025,Not Available,Not Available,Not Available
Restaurant,K TOP CHICKEN,"DRIGGS AVENUE, Brooklyn",11211,Not Available,Not Available,Not Available
Restaurant,THE SPOT CARIBBEAN CUISINE,"SUTTER AVENUE, Brooklyn",11208,Not Available,Not Available,Not Available
Restaurant,DIG,"3 AVENUE, Manhattan",10017,Not Available,Not Available,Not Available
Restaurant,BLACK SEED BAGELS,"BOND STREET, Brooklyn",11217,Not Available,Not Available,Not Available
Restaurant,JUST SALAD,"HUDSON ST, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,SANTA ANA DELI & GROCERY,"IRVING AVENUE, Brooklyn",11237,Not Available,Not Available,Not Available
Restaurant,BEDFORD MANOR,"BEDFORD AVENUE, Brooklyn",11216,Not Available,Not Available,Not Available
Restaurant,TRE SORELLE,"READE STREET, Manhattan",10007,Not Available,Not Available,Not Available
Restaurant,Sushi Taeem,"AVENUE J, Brooklyn",11230,Not Available,Not Available,Not Available
Restaurant,NEALTICAN CORNER,"FLUSHING AVENUE, Brooklyn",11237,Not Available,Not Available,Not Available
Restaurant,SWEETGREEN,"BLEECKER STREET, Manhattan",10014,Not Available,Not Available,Not Available
Restaurant,WICKED WILLY'S,"BLEECKER STREET, Manhattan",10012,Not Available,Not Available,Not Available
Restaurant,BK JANI,"LEXINGTON AVENUE, Manhattan",10022,Not Available,Not Available,Not Available
Restaurant,ZEN VEGETARIAN HOUSE,"FLATBUSH AVENUE, Brooklyn",11226,Not Available,Not Available,Not Available
Restaurant,HONG KONG BOY RESTAURANT,"8 AVENUE, Brooklyn",11220,Not Available,Not Available,Not Available
Restaurant,GABY RESTAURANT,"WEST   44 STREET, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,THE CARNEGIE CIGAR CLUB AND LOUNGE,"WEST   56 STREET, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,ACRE,"MESEROLE AVENUE, Brooklyn",11222,Not Available,Not Available,Not Available
Restaurant,EL NUEVO SALINAS BAR & RESTAURANT,"NORTHERN BLVD, Queens",11368,Not Available,Not Available,Not Available
Restaurant,PIZZA CENTRAL OF BROOKLYN,"MCDONALD AVENUE, Brooklyn",11218,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"1 AVENUE, Manhattan",10009,Not Available,Not Available,Not Available
Restaurant,CRAB ISLAND EXPRESS,"MIDDLETOWN ROAD, Bronx",10461,Not Available,Not Available,Not Available
Restaurant,DI DI DUMPLINGS,"LEXINGTON AVENUE, Manhattan",10010,Not Available,Not Available,Not Available
Restaurant,THE EMPANADA SPOT,"SPRINGFIELD BLVD, Queens",11364,Not Available,Not Available,Not Available
Restaurant,GIANDO,"KENT AVENUE, Brooklyn",11249,Not Available,Not Available,Not Available
Restaurant,ANTOJITOS MEXICANOS,"GRAHAM AVENUE, Brooklyn",11206,Not Available,Not Available,Not Available
Restaurant,CARDIFF GIANT,"MYRTLE AVENUE, Brooklyn",11205,Not Available,Not Available,Not Available
Restaurant,MY GRILL BAR,"AVENUE P, Brooklyn",11223,Not Available,Not Available,Not Available
Restaurant,CAFE WHA,"MACDOUGAL STREET, Manhattan",10012,Not Available,Not Available,Not Available
Restaurant,NUEVO IMPERIAL RESTAURANT,"WILLIAMSBRIDGE ROAD, Bronx",10469,Not Available,Not Available,Not Available
Restaurant,FU XING,"MORRISON AVENUE, Bronx",10472,Not Available,Not Available,Not Available
Restaurant,RAINBOW BAKERY AND CAFE,"QUEENS BLVD, Queens",11373,Not Available,Not Available,Not Available
Restaurant,SHAMA RESTAURANT & SWEETS,"NEPTUNE AVENUE, Brooklyn",11235,Not Available,Not Available,Not Available
Restaurant,BAGEL POINT,"NORMAN AVENUE, Brooklyn",11222,Not Available,Not Available,Not Available
Restaurant,SHEIKH SHACK,"164TH ST, Queens",11432,Not Available,Not Available,Not Available
Restaurant,HILTON HOTEL JFK AIRPORT,"135 AVENUE, Queens",11436,Not Available,Not Available,Not Available
Restaurant,SMART 3,"HILLSIDE AVE, Queens",11432,Not Available,Not Available,Not Available
Restaurant,T STEAKHOUSE,"QUENTIN ROAD, Brooklyn",11234,Not Available,Not Available,Not Available
Restaurant,SUZUKI,"WEST   47 STREET, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,Teazzi Tea Shop,"38TH AVE, Queens",11354,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"QUEENS BLVD, Queens",11377,Not Available,Not Available,Not Available
Restaurant,BOULE & CHERIE,"AMSTERDAM AVENUE, Manhattan",10023,Not Available,Not Available,Not Available
Restaurant,TANDOORI HUT,"94TH AVE, Queens",11419,Not Available,Not Available,Not Available
Restaurant,INKERMAN,"THOMPSON STREET, Manhattan",10012,Not Available,Not Available,Not Available
Restaurant,HECTOR'S CAFE & DINER,"LITTLE WEST   12 STREET, Manhattan",10014,Not Available,Not Available,Not Available
Restaurant,HOMEMADE TAQUERIA,"101ST AVE, Queens",11416,Not Available,Not Available,Not Available
Restaurant,PIZZA & BAGEL ON 3RD,"3 AVENUE, Brooklyn",11232,Not Available,Not Available,Not Available
Restaurant,Amigos,"2 AVENUE, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,PURE GRIT BBQ,"LEXINGTON AVENUE, Manhattan",10010,Not Available,Not Available,Not Available
Restaurant,THAI V EXPRESS,"EAST   26 STREET, Manhattan",10010,Not Available,Not Available,Not Available
Restaurant,RANCHO ESTRELLA RESTAURANT,"EAST  187 STREET, Bronx",10458,Not Available,Not Available,Not Available
Restaurant,TEXAS CHICKEN AND BURGERS,"QUEENS BLVD, Queens",11415,Not Available,Not Available,Not Available
Restaurant,KORNER PIZZERIA,"CHURCH AVENUE, Brooklyn",11218,Not Available,Not Available,Not Available
Restaurant,BROTHERS SEAFOOD,"WALTON AVENUE, Bronx",10451,Not Available,Not Available,Not Available
Restaurant,LA SONRISA EMPANADAS,"WEST   42 STREET, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,WINE ESCAPE,"WEST   44 STREET, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,369 RESTAURANT,"36 STREET, Brooklyn",11232,Not Available,Not Available,Not Available
Restaurant,THALASSA,"FRANKLIN STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,GUERRERO'S JUCE BAR III,"EAST TREMONT AVENUE, Bronx",10465,Not Available,Not Available,Not Available
Restaurant,"TIGIN IRISH PUB, PEETS COFFEE&TEA/CANAL STREET NOODLE HOUSE","JFK INTERNATIONAL AIRPORT, Queens",11430,Not Available,Not Available,Not Available
Restaurant,TEXAS CHICKEN & BURGERS,"JAMAICA AVE, Queens",11435,Not Available,Not Available,Not Available
Restaurant,LUCKY 11 BAKERY,"11 AVENUE, Brooklyn",11219,Not Available,Not Available,Not Available
Restaurant,TROPILYZ III RESTAURANT,"EAST  149 STREET, Bronx",10455,Not Available,Not Available,Not Available
Restaurant,MISS LI HENAN CUISINE,"ROOSEVELT AVE, Queens",11354,Not Available,Not Available,Not Available
Restaurant,RICO POLLO III,"5 AVENUE, Brooklyn",11220,Not Available,Not Available,Not Available
Restaurant,FRANKLIN 820,"FRANKLIN AVENUE, Brooklyn",11225,Not Available,Not Available,Not Available
Restaurant,QUALITY CHEF,"WILLIAMSBRIDGE ROAD, Bronx",10461,Not Available,Not Available,Not Available
Restaurant,SERVICE BAR 5,"ROCKAWAY BOULEVARD, Queens",11420,Not Available,Not Available,Not Available
Restaurant,PINKLADY CHEESE TART,"MOTT STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,Just Salad,"WEST   34 STREET, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,METROGRAPH,"LUDLOW STREET, Manhattan",10002,Not Available,Not Available,Not Available
Restaurant,PENCIL FACTORY,"FRANKLIN STREET, Brooklyn",11222,Not Available,Not Available,Not Available
Restaurant,WAH MING HOUSE CHINESE RESTAURAN,"FULTON STREET, Brooklyn",11208,Not Available,Not Available,Not Available
Restaurant,EMPANADAS MONUMENTAL,"AMSTERDAM AVENUE, Manhattan",10027,Not Available,Not Available,Not Available
Restaurant,BELVEDERE RESTAURANT,"HEMPSTEAD AVENUE, Queens",11429,Not Available,Not Available,Not Available
Restaurant,BENY'S DELICE,"FULTON STREET, Brooklyn",11238,Not Available,Not Available,Not Available
Restaurant,SWEET SWEET SUE'S,"ANNADALE ROAD, Staten Island",10312,Not Available,Not Available,Not Available
Restaurant,GALICIA BAR,"NORTHERN BOULEVARD, Queens",11372,Not Available,Not Available,Not Available
Restaurant,VANESSA'S DUMPLING HOUSE,"BEDFORD AVENUE, Brooklyn",11249,Not Available,Not Available,Not Available
Restaurant,NEW SARKURA JAPAN,"160 STREET, Queens",11432,Not Available,Not Available,Not Available
Restaurant,SUBWAY,"METROPOLITAN AVE, Queens",11418,Not Available,Not Available,Not Available
Restaurant,PRONTO PIZZA,"QUEENS BLVD, Queens",11373,Not Available,Not Available,Not Available
Restaurant,KYURAMEN & TBAAR,"5 AVENUE, Brooklyn",11217,Not Available,Not Available,Not Available
Restaurant,KRAZY CHICKEN AND WINGS,"MALCOLM X BOULEVARD, Brooklyn",11233,Not Available,Not Available,Not Available
Restaurant,CHINA RESTAURANT,"UTICA AVENUE, Brooklyn",11203,Not Available,Not Available,Not Available
Restaurant,DOMINICANA POLLO SABROSO RESTAURANT,"EAST MOUNT EDEN AVENUE, Bronx",10452,Not Available,Not Available,Not Available
Restaurant,B&W DELI GROCERY,"west 34th st, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,BLESSING,"SCHOLES STREET, Brooklyn",11206,Not Available,Not Available,Not Available
Restaurant,CUAUTLA MORELOS RESTAURANT,"PORT RICHMOND AVENUE, Staten Island",10302,Not Available,Not Available,Not Available
Restaurant,KENT'S DOUMPLING HOUSE,"EAST   14 STREET, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,STARBUCKS COFFEE COMPANY,"EASTCHESTER ROAD, Bronx",10461,Not Available,Not Available,Not Available
Restaurant,PATTY HAUS,"SAINT JOHNS PLACE, Brooklyn",11216,Not Available,Not Available,Not Available
Restaurant,POPEYES LOUISIANA KITCHEN,"LIBERTY AVE, Queens",11417,Not Available,Not Available,Not Available
Restaurant,CON YAPA PERUVIAN RESTAURANT,"MORNINGSTAR ROAD, Staten Island",10303,Not Available,Not Available,Not Available
Restaurant,EMBLEM,"GRAHAM AVENUE, Brooklyn",11206,Not Available,Not Available,Not Available
Restaurant,MOGE TEE,"MAIN ST, Queens",11355,Not Available,Not Available,Not Available
Restaurant,PATISSERIE VANESSA,"PARK AVENUE, Manhattan",10029,Not Available,Not Available,Not Available
Restaurant,INDO CHINE,"LAFAYETTE STREET, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,BAKE A BAGEL,"FLUSHING AVE, Queens",11378,Not Available,Not Available,Not Available
Restaurant,ORRICO'S ITALIAN RESTAURANT,"WESTCHESTER AVENUE, Bronx",10461,Not Available,Not Available,Not Available
Restaurant,CHICK-FIL-A,"AVENUE OF THE AMERICAS, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,FLAVORS,"WHITEHALL STREET, Manhattan",10004,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"COOPER SQUARE, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,WALKER'S RESTAURANT,"NORTH MOORE STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,VIXENS,"METROPOLITAN AVENUE, Queens",11385,Not Available,Not Available,Not Available
Restaurant,KINGS KITCHEN,"86 STREET, Brooklyn",11214,Not Available,Not Available,Not Available
Restaurant,KOITO JAPANESE RESTAURANT,"EAST   93 STREET, Manhattan",10128,Not Available,Not Available,Not Available
Restaurant,SWAY LOUNGE,"SPRING STREET, Manhattan",10013,Not Available,Not Available,Not Available
Restaurant,SLICE PIZZA,"3 AVENUE, Manhattan",10017,Not Available,Not Available,Not Available
Restaurant,SUBWAY,"SAINT NICHOLAS AVENUE, Manhattan",10027,Not Available,Not Available,Not Available
Restaurant,YI FANG TAIWAN FRUIT TEA,"21ST ST, Queens",11101,Not Available,Not Available,Not Available
Restaurant,MADISON RESTAURANT,"1 AVENUE, Manhattan",10022,Not Available,Not Available,Not Available
Restaurant,BILL'S BAR AND BURGER DOWNTOWN,"WEST STREET, Manhattan",10006,Not Available,Not Available,Not Available
Restaurant,SMOOTHIE JUICE BAR,"AVENUE OF THE AMERICAS, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,STARBUCKS,"VICTORY BOULEVARD, Staten Island",10314,Not Available,Not Available,Not Available
Restaurant,AMERICAN BREW + PRESS,"SOUTH STREET, Manhattan",10004,Not Available,Not Available,Not Available
Restaurant,SANT AMBROEUS,"LAFAYETTE STREET, Manhattan",10012,Not Available,Not Available,Not Available
Restaurant,ECHO BRAVO,"TROUTMAN STREET, Brooklyn",11237,Not Available,Not Available,Not Available
Restaurant,JUNIORS,"ATLANTIC AVENUE, Brooklyn",11217,Not Available,Not Available,Not Available
Restaurant,NIUDDO,"MAIN ST, Queens",11355,Not Available,Not Available,Not Available
Restaurant,SWEETBEE COFFEE,"FULTON STREET, Brooklyn",11238,Not Available,Not Available,Not Available
Restaurant,STAND 115,"EAST  161 STREET, Bronx",10451,Not Available,Not Available,Not Available
Restaurant,TIMES DELI & CAFE,"WEST   44 STREET, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,SUBWAY,"FOREST AVENUE, Staten Island",10310,Not Available,Not Available,Not Available
Restaurant,LALY'S RESTAURANT,"ROOSEVELT AVE, Queens",11372,Not Available,Not Available,Not Available
Restaurant,CHINAH,"METROTECH CTR, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,SALCHITACO,"37TH AVE, Queens",11372,Not Available,Not Available,Not Available
Restaurant,MEAT AND BREAD,"ALLEN STREET, Manhattan",10002,Not Available,Not Available,Not Available
Restaurant,PRICE WATERHOUSE CAFETERIA,"MADISON AVENUE, Manhattan",10017,Not Available,Not Available,Not Available
Restaurant,PASTA LOUISE,"8 AVENUE, Brooklyn",11215,Not Available,Not Available,Not Available
Restaurant,NUMBER 1 CHINESE RESTAURANT,"AVENUE J, Brooklyn",11210,Not Available,Not Available,Not Available
Restaurant,WILLIAMS CAFE,"WESTCHESTER SQ, Bronx",10461,Not Available,Not Available,Not Available
Restaurant,CRISTINA DELI,"150TH ST, Queens",11357,Not Available,Not Available,Not Available
Restaurant,NEW GOLDEN CHOPSTICK CHINESE RESTAURANT,"LEFFERTS BOULEVARD, Queens",11418,Not Available,Not Available,Not Available
Restaurant,BEANS AND LEAVES,"FOREST AVENUE, Staten Island",10301,Not Available,Not Available,Not Available
Restaurant,LA MESITA,"MYRTLE AVENUE, Brooklyn",11237,Not Available,Not Available,Not Available
Restaurant,SOMETHING SWEET BK,"86 STREET, Brooklyn",11214,Not Available,Not Available,Not Available
Restaurant,RED STORM DINER @ ST. VINCENT'S HALL OF ST. JOHN'S UNIVERSITY,"UTOPIA PARKWAY, Queens",11432,Not Available,Not Available,Not Available
Restaurant,EL PALENQUE,"CARTER AVENUE, Bronx",10457,Not Available,Not Available,Not Available
Restaurant,WENDY'S,"BOSTON ROAD, Bronx",10469,Not Available,Not Available,Not Available
Restaurant,CHINA WOK,"AVENUE T, Brooklyn",11234,Not Available,Not Available,Not Available
Restaurant,GOTHAM PIZZA,"YORK AVENUE, Manhattan",10075,Not Available,Not Available,Not Available
Restaurant,DOS TOROS,"EAST   48 STREET, Manhattan",10017,Not Available,Not Available,Not Available
Restaurant,LITTLE CAESARS,"BROADWAY, Brooklyn",11221,Not Available,Not Available,Not Available
Restaurant,MANGO MANGO,"VERNON BLVD, Queens",11101,Not Available,Not Available,Not Available
Restaurant,TOSKANA PIZZERIA RESTAURANT,"NORTHERN BLVD, Queens",11362,Not Available,Not Available,Not Available
Restaurant,BLUE BOTTLE COFFEE,"DEAN STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,VIVI BUBBLE TEA,"FOREST AVE, Staten Island",10310,Not Available,Not Available,Not Available
Restaurant,DUNKIN',"5 AVENUE, Manhattan",10017,Not Available,Not Available,Not Available
Restaurant,BUDDY'S WONDER BAR,"HARRISON AVENUE, Staten Island",10302,Not Available,Not Available,Not Available
Restaurant,SLAPS,"23 AVENUE, Queens",11105,Not Available,Not Available,Not Available
Restaurant,Wall Street Grill,"PEARL STREET, Manhattan",10005,Not Available,Not Available,Not Available
Restaurant,GUCKENHEIMER@BARCLAYS,"7 AVENUE, Manhattan",10019,Not Available,Not Available,Not Available
Restaurant,BARIOS PIZZA & RESTAURANT,"NOME AVENUE, Staten Island",10314,Not Available,Not Available,Not Available
Restaurant,LE PETIT CAFE,"COURT STREET, Brooklyn",11231,Not Available,Not Available,Not Available
Restaurant,THE GRAY MARE,"2 AVENUE, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,10TH AVENUE COOKSHOP,"10 AVENUE, Manhattan",10011,Not Available,Not Available,Not Available
Restaurant,DUNKIN’,"WEST   38 STREET, Manhattan",10018,Not Available,Not Available,Not Available
Restaurant,DUNKIN,"WEST  181 STREET, Manhattan",10033,Not Available,Not Available,Not Available
Restaurant,NEXT LEVEL BURGER,"ASHLAND PLACE, Brooklyn",11217,Not Available,Not Available,Not Available
Restaurant,ASTORIA BAGEL SHOP,"DITMARS BOULEVARD, Queens",11105,Not Available,Not Available,Not Available
Restaurant,CORTO CAFE,"HALSEY STREET, Brooklyn",11216,Not Available,Not Available,Not Available
Restaurant,CHEESE PLATE PARK SLOPE,"7 AVENUE, Brooklyn",11215,Not Available,Not Available,Not Available
Restaurant,ALEBRIJE MEXICAN RESTAURANT & CAFE,"IRVING AVENUE, Brooklyn",11237,Not Available,Not Available,Not Available
Restaurant,El Chalaco,"JAMAICA AVE, Queens",11418,Not Available,Not Available,Not Available
Restaurant,POKEGREEN,"PEARL STREET, Manhattan",10005,Not Available,Not Available,Not Available
Restaurant,BASIL BRICK OVEN,"ASTORIA BLVD, Queens",11102,Not Available,Not Available,Not Available
Restaurant,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,"FARRAGUT ROAD, Brooklyn",11210,Not Available,Not Available,Not Available
Restaurant,BEE'S KNEES PROVISIONS,"SMITH STREET, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,AMAZON NYC,"WEST   34 STREET, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,16 HANDLES,"3 AVENUE, Manhattan",10016,Not Available,Not Available,Not Available
Restaurant,PRIMA PIZZA,"EAST  233 STREET, Bronx",10466,Not Available,Not Available,Not Available
Restaurant,SATIN DOLLS,"8 AVENUE, Manhattan",10036,Not Available,Not Available,Not Available
Restaurant,"DUNKIN', 'BASKIN ROBBINS","THIRD AVENUE, Manhattan",10128,Not Available,Not Available,Not Available
Restaurant,MEMO SHISH KEBAB,"WEST   23 STREET, Manhattan",10011,Not Available,Not Available,Not Available
Restaurant,Woori Sushi,"NORTHERN BLVD, Queens",11358,Not Available,Not Available,Not Available
Restaurant,Hi-Collar,"EAST    9 STREET, Manhattan",10003,Not Available,Not Available,Not Available
Restaurant,YEMEN CAFE & RESTAURANT,"ATLANTIC AVENUE, Brooklyn",11201,Not Available,Not Available,Not Available
Restaurant,FIVE GUYS FAMOUS BURGERS AND FRIES,"WEST   34 STREET, Manhattan",10001,Not Available,Not Available,Not Available
Restaurant,QUEEN'S PIZZA,"QUEENS BOULEVARD, Queens",11375,Not Available,Not Available,Not Available
Restaurant,CAPY,"EAST FORDHAM ROAD, Bronx",10468,Not Available,Not Available,Not Available
Restaurant,BIG CHEF RESTAURANT,"AVENUE S, Brooklyn",11229,Not Available,Not Available,Not Available
Restaurant,PECORARO LATTERIA,"METROPOLITAN AVENUE, Brooklyn",11211,Not Available,Not Available,Not Available
Restaurant,DIONYSOS,"31ST ST, Queens",11105,Not Available,Not Available,Not Available
Restaurant,FAIRFIELD INN & SUITES,"HORACE HARDING EXPY, Queens",11365,Not Available,Not Available,Not Available
Restaurant,STARBUCKS,"VARICK STREET, Manhattan",10014,Not Available,Not Available,Not Available
Restaurant,JUICE & MOORE,"MERMAID AVENUE, Brooklyn",11224,Not Available,Not Available,Not Available
Restaurant,CHICK-N-RICE,"UNION TPKE, Queens",11040,Not Available,Not Available,Not Available
Restaurant,WENDY'S,"EAST   14 STREET, Manhattan",10003,Not Available,Not Available,Not Available
